symbol,crc,provider_kind,provider_modules,provider_module_count,consumer_modules,consumer_module_count,import_record_count,in_kernel_base,in_kernel_mtk,in_kernel_nothing,in_device_base,in_device_mtk,in_device_mtk_union,in_kernel_nothing_union,in_any_published_nothing_list,selected_consumers,nothing_name_status,crc_status
ktime_get,0xb43f9365,KERNEL_OR_BUILTIN,,0,adsp;aee_hangdet;apu_top;apusys;can_bcm;clk_common;cqhci;drm_display_helper;fhctl;ged;gz_main_mod;i2c_mt65xx;imgsensor;load_track;mac80211;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;met;mt6375_adc;mt6375_auxadc;mtk_cam_isp7sp;mtk_charger_framework;mtk_cm_mgr_mt6878;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_dpc;mtk_dvfsrc;mtk_fpsgo;mtk_iommu;mtk_mbraink;mtk_mmc;mtk_mmdvfs;mtk_perf_common;mtk_scp_audiocommon;mtk_scpsys;mtk_smi;mtk_soc_offload_common;mtk_spmi_pmic_adc;mtk_u_ether;mtk_uart_apdma;mtu3;nvmem_mt635x_efuse;phy_mtk_xsphy;scheduler;snd_soc_mt6878_afe;soc_temp_lvts;spi_mt65xx;spmi_mtk_pmif;tkcore_drv;ufs_mediatek_mod;xhci_mtk_hcd_v2,54,54,0,1,0,0,1,1,1,1,tkcore_drv,PUBLISHED_KMI_NAME,UNPROVEN
ktime_get_with_offset,0xc4f0da12,KERNEL_OR_BUILTIN,,0,bluetooth;focaltech_touch_spi_ft3680;gps_drv_dl_v051;hf_manager;imgsensor;mac80211;mediatek_drm;mt6375_auxadc;mt6375_battery;mtk_aie;mtk_cam_isp7sp;mtk_charger_framework;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_mml;mtk_mml_mt6878;mtk_pep50;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;nfc;scheduler;scp;sensorhub;snd_soc_tfa98xx;spi_tiny_co5300_lcd;st21nfc;wlan_drv_gen4m_6878,27,28,0,1,0,0,1,1,1,1,spi_tiny_co5300_lcd,PUBLISHED_KMI_NAME,UNPROVEN
kvfree,0x7aa1756e,KERNEL_OR_BUILTIN,,0,apusys;bluetooth;connadp;conninfra;gz_main_mod;mac80211;mali_dmabuf_test_mt6878_r44;mt6375_battery;mtk_cam_isp7sp;mtk_fpsgo;powerhal_cpu_ctrl;spi_tiny_co5300_lcd;touch_boost;wlan_drv_gen4m_6878,14,15,0,1,1,0,1,1,1,1,spi_tiny_co5300_lcd,PUBLISHED_KMI_NAME,UNPROVEN
memcpy,0x4829a47e,KERNEL_OR_BUILTIN,,0,6lowpan;8021q;8250_mtk;adsp;aee_aed;apu_top;apusys;aqc111;asix;audio_ipi;aw883xx_driver;ax88179_178a;blocktag;bluetooth;bootprof;bt_drv_6878;btqca;c2k_usb;camera_dpe_isp7sp;camera_eeprom_v4l2;can_bcm;can_gw;can_raw;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;cdc_acm;cdc_ncm;cfg80211;cmdq_sec_drv;connadp;connfem;conninfra;connscp;cpufreq_sugov_ext;cqhci;drm_display_helper;emi_mpu;extdev_io_class;ffa_v10;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;fpsgo;frs;ged;gps_drv_dl_v051;gps_scp;gz_ipc_mod;gz_tz_system;gz_virtio_mod;hbt;hci_uart;hf_manager;hidp;hynitron;i2c_mt65xx;ieee802154;ieee802154_6lowpan;imgsensor;iommu_debug;kheaders;l2tp_core;mac80211;mac802154;mali_kbase_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_panel_drv;met;mmprofile;mmqos_common;monitor_hang;mrdump;mt6369_accdet;mt6375_battery;mt6375_charger;mtk_aie;mtk_btcvsd;mtk_c2ps;mtk_cam_isp7sp;mtk_ccuv;mtk_charger_framework;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_dpc;mtk_fpsgo;mtk_gpufreq_mt6878;mtk_hcp;mtk_heap_debug;mtk_imgsys_cmdq;mtk_imgsys_isp7sp;mtk_imgsys_v4l2;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_mbraink;mtk_mdpm;mtk_mml;mtk_peak_power_budget;mtk_pep50;mtk_rpmsg_mbox;mtk_smi_dbg;mtk_ssc;mtk_swpm_dbg_v6878;mtk_sync;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vow;mtu3;nfc;nvmem_mtk_devinfo;pinctrl_mtk_v2;powerhal_cpu_ctrl;ppp_mppe;r8152;rfcomm;rpmb_mtk;rt5133_regulator;sc851x_charger;sc8571_charger;scheduler;scp;sensorhub;sh366003_fg;slhc;smpu;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;snd_soc_tfa98xx;spi_mt65xx;spi_tiny_co5300_lcd;spmi_mtk_pmif;task_turbo;tcpc_class;tcpc_mt6375;thermal_interface;tipc;tkcore;trace_mmstat;uarthub_drv;ufs_mediatek_mod;usb_meta;usb_offload;usbnet;usbserial;vcp;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;yft_devinfo;yft_tpd_gesture;zram;zsmalloc,164,165,0,1,1,0,1,1,1,1,hynitron;sc851x_charger;sc8571_charger;sh366003_fg;spi_tiny_co5300_lcd;tkcore;yft_devinfo;yft_tpd_gesture,PUBLISHED_KMI_NAME,UNPROVEN
memdup_user,0x5dc263fd,KERNEL_OR_BUILTIN,,0,custom_ldo_wl2868;hidp;mali_kbase_mt6878_r44;st21nfc,4,4,0,1,0,0,1,1,1,1,custom_ldo_wl2868,PUBLISHED_KMI_NAME,UNPROVEN
memset,0xdcb764ad,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;aee_aed;aee_hangdet;aee_rs;apu_top;apusys;aqc111;audio_ipi;aw883xx_driver;blocktag;bluetooth;bootprof;bt_drv_6878;camera_dpe_isp7sp;camera_eeprom_v4l2;can_bcm;can_dev;can_gw;can_raw;ccci_ccif;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccmni;cdc_ncm;cfg80211;clk_common;cmdq_sec_drv;cmdq_test;connfem;conninfra;connscp;cpudvfs;cpufreq_sugov_ext;cqhci;device_apc_common;drm_display_helper;dw9781c;emi_mpu;extdev_io_class;ffa_v10;fhctl;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;frs;ged;gps_drv_dl_v051;gps_scp;gz_main_mod;gz_trusty_mod;gz_tz_system;gz_virtio_mod;gzvm;hbt;hci_uart;hynitron;ieee802154_socket;imgsensor;iommu_debug;l2tp_core;l2tp_ppp;last_bus;lpm_gov_MHSP;mac80211;mac802154;main2_vcm;main3_vcm;main4_vcm;main_vcm;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mcupm;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_drm;mediatek_drm_panel_drv;met;microarray_fp_tee;mmprofile;monitor_hang;mrdump;mt6375_battery;mt6375_charger;mt6878_mt6369;mtk_aie;mtk_battery_oc_throttling;mtk_btcvsd;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_dpc;mtk_dramc;mtk_fpsgo;mtk_gpufreq_mt6878;mtk_gpufreq_wrapper;mtk_hcp;mtk_heap_debug;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_irtx_pwm;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_lpm_plat_v1;mtk_mbraink;mtk_mdpm;mtk_mmc;mtk_mmc_dbg;mtk_mml;mtk_pd_adapter;mtk_pd_charging;mtk_peak_power_budget;mtk_pep40;mtk_perf_common;mtk_perf_ioctl;mtk_perf_ioctl_magt;mtk_scp_audiocommon;mtk_sec_heap;mtk_smi_dbg;mtk_soc_offload_common;mtk_ssc;mtk_swpm;mtk_uart_apdma;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vow;nfc;pda_drv_mt6878;pidmap;powerhal_cpu_ctrl;ppp_generic;r8152;rfcomm;rpmb;rpmb_mtk;sapu;sc851x_charger;sc8571_charger;scheduler;scp;sec;sec_rng;sensorhub;smpu;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;snd_soc_tfa98xx;soc_temp_lvts;spi_mt65xx;spi_tiny_co5300_lcd;st21nfc;sub_vcm;system_heap;task_turbo;tcpc_class;teeperf;thermal_interface;thermal_trace;tipc;tkcore;tkcore_drv;tmem_ffa;touch_boost;uarthub_drv;ufs_mediatek_mod;uload_ind;usb_logger;usb_meta;usb_offload;vcp;widevine_driver;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;xhci_mtk_hcd_v2;yft_tpd_gesture,186,187,0,1,1,0,1,1,1,1,hynitron;microarray_fp_tee;sc851x_charger;sc8571_charger;spi_tiny_co5300_lcd;tkcore;tkcore_drv;yft_tpd_gesture,PUBLISHED_KMI_NAME,UNPROVEN
memstart_addr,0x9688de8b,KERNEL_OR_BUILTIN,,0,aee_hangdet;apusys;blocktag;ccci_dpmaif;ccci_util_lib;cmdq_sec_drv;emi_fake_eng;ffa_v10;gz_ipc_mod;gz_log_mod;gz_main_mod;gz_virtio_mod;gzvm;iommu_debug;log_store;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mediatek_drm;microarray_fp_tee;mmprofile;mmqos_common;mrdump;mtk_cmdq_drv_ext;mtk_hcp;mtk_heap_debug;mtk_iommu;mtk_sec_heap;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;snd_soc_mtk_common;system_heap;tkcore;tkcore_drv;tmem_ffa;zsmalloc,37,37,0,1,0,0,1,1,1,1,microarray_fp_tee;tkcore;tkcore_drv,PUBLISHED_KMI_NAME,UNPROVEN
mipi_dsi_attach,0xbedc46e9,KERNEL_OR_BUILTIN,,0,mediatek_drm_panel_drv;panel_ky_vtdr6115_dphy_cmd,2,2,0,1,0,0,1,1,1,1,panel_ky_vtdr6115_dphy_cmd,PUBLISHED_KMI_NAME,UNPROVEN
mipi_dsi_dcs_write_buffer,0x73643b50,KERNEL_OR_BUILTIN,,0,mediatek_drm;mediatek_drm_panel_drv;panel_ky_vtdr6115_dphy_cmd,3,3,0,1,0,0,1,1,1,1,panel_ky_vtdr6115_dphy_cmd,PUBLISHED_KMI_NAME,UNPROVEN
mipi_dsi_detach,0xbc909894,KERNEL_OR_BUILTIN,,0,mediatek_drm_panel_drv;panel_ky_vtdr6115_dphy_cmd,2,2,0,1,0,0,1,1,1,1,panel_ky_vtdr6115_dphy_cmd,PUBLISHED_KMI_NAME,UNPROVEN
mipi_dsi_driver_register_full,0x43e5149e,KERNEL_OR_BUILTIN,,0,mediatek_drm_panel_drv;panel_ky_vtdr6115_dphy_cmd,2,2,0,1,0,0,1,1,1,1,panel_ky_vtdr6115_dphy_cmd,PUBLISHED_KMI_NAME,UNPROVEN
mipi_dsi_driver_unregister,0xcf198e40,KERNEL_OR_BUILTIN,,0,mediatek_drm_panel_drv;panel_ky_vtdr6115_dphy_cmd,2,2,0,1,0,0,1,1,1,1,panel_ky_vtdr6115_dphy_cmd,PUBLISHED_KMI_NAME,UNPROVEN
mipi_dsi_generic_write,0x90cea76b,KERNEL_OR_BUILTIN,,0,mediatek_drm_panel_drv;panel_ky_vtdr6115_dphy_cmd,2,2,0,1,0,0,1,1,1,1,panel_ky_vtdr6115_dphy_cmd,PUBLISHED_KMI_NAME,UNPROVEN
misc_deregister,0x94a9d12b,KERNEL_OR_BUILTIN,,0,aee_aed;aee_rs;apusys;atf_logger;audio_ipi;aw883xx_driver;custom_ldo_wl2868;focaltech_touch_spi_ft3680;gz_main_mod;gzvm;hbt;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mddp;met;monitor_hang;mtk_mml;rfkill;sapu;scp;snd_soc_mtk_common;spi_tiny_co5300_lcd;st21nfc;tkcore;uload_ind;usb_offload;vcp;wlan_drv_gen4m_6878;yft_tpd_gesture,29,29,0,1,0,0,1,1,1,1,custom_ldo_wl2868;spi_tiny_co5300_lcd;tkcore;yft_tpd_gesture,PUBLISHED_KMI_NAME,UNPROVEN
misc_register,0x06987aeb,KERNEL_OR_BUILTIN,,0,adsp;aee_aed;aee_rs;apusys;atf_logger;audio_ipi;aw883xx_driver;custom_ldo_wl2868;focaltech_touch_spi_ft3680;gpueb;gz_main_mod;gzvm;hbt;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mcupm;mddp;mdp_drv_mt6878;met;mmprofile;monitor_hang;mtk_mml;mtk_scp_audiocommon;mtk_vow;rfkill;sapu;scp;snd_soc_mtk_common;spi_tiny_co5300_lcd;sspm_v3;st21nfc;tkcore;uload_ind;usb_offload;vcp;wlan_drv_gen4m_6878;yft_tpd_gesture,37,37,0,1,0,0,1,1,1,1,custom_ldo_wl2868;spi_tiny_co5300_lcd;tkcore;yft_tpd_gesture,PUBLISHED_KMI_NAME,UNPROVEN
mod_delayed_work_on,0xc4f47221,KERNEL_OR_BUILTIN,,0,apusys;cfg80211;mali_kbase_mt6878_r44;mtk_core_ctl;mtk_mmc;mtk_pbm;pd_dbg_info;tcpc_class;tcpc_mt6375;thermal_trace;xhci_mtk_hcd_v2;yft_gpio_keys,12,12,0,1,0,0,1,1,1,1,yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
module_layout,0xea759d7f,KERNEL_OR_BUILTIN,,0,6lowpan;8021q;8250_mtk;adapter_class;adsp;aee_aed;aee_hangdet;aee_rs;apu_top;apusys;aqc111;arm_dsu_pmu;asix;atf_logger;audio_ipi;aw36515;aw36518;aw36518_v2;aw883xx_driver;ax88179_178a;backlight_cooling;blocktag;bluetooth;board_temp;bootprof;bsd_comp;bt_drv_6878;btbcm;btqca;btsdio;bus_parity;c2k_usb;c2k_usb_f_via_atc;c2k_usb_f_via_ets;c2k_usb_f_via_modem;c2ps_perf_ioctl;cache_parity;camera_af_media;camera_dpe_isp7sp;camera_eeprom_v4l2;can;can_bcm;can_dev;can_gw;can_raw;ccci_auxadc;ccci_ccif;ccci_dpmaif;ccci_fsm_scp;ccci_md_all;ccci_util_lib;ccd_rpmsg;ccmni;cdc_acm;cdc_eem;cdc_ether;cdc_ncm;cfg80211;charger_class;charger_cooling;clk_bringup;clk_chk_mt6878;clk_common;clk_dbg_mt6878;clk_disable_unused;clk_fmeter_mt6878;clk_mt6878;clk_mt6878_adsp;clk_mt6878_bus;clk_mt6878_cam;clk_mt6878_ccu;clk_mt6878_img;clk_mt6878_mdpsys;clk_mt6878_mmsys;clk_mt6878_peri;clk_mt6878_vcodec;clk_mt6878_vlp;clkbuf;cmdq_helper_inf;cmdq_platform_mt6878;cmdq_sec_drv;cmdq_test;connadp;connfem;conninfra;connscp;cpudvfs;cpufreq_sugov_ext;cpuqos_v3;cqhci;custom_ldo;custom_ldo_wl2868;dbg_error_flag;dbgtop_drm;device_apc_common;device_apc_mt6878;diag;drm_display_helper;drm_dma_helper;dw9781c;emi;emi_fake_eng;emi_mpu;extcon_mtk_usb;extdev_io_class;ffa_v10;fhctl;fingerprint;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;fpsgo;frs;ftdi_sio;ged;gps_drv_dl_v051;gps_pwr;gps_scp;gpueb;gz_ipc_mod;gz_irq_mod;gz_log_mod;gz_main_mod;gz_trusty_mod;gz_tz_system;gz_virtio_mod;gzvm;hbt;hci_uart;hf_manager;hidp;hynitron;i2c_mt65xx;ieee802154;ieee802154_6lowpan;ieee802154_socket;imgsensor;imgsensor_glue;industrialio_triggered_buffer;iommu_debug;iommu_secure;iommu_test;irq_dbg;kfifo_buf;kheaders;l2tp_core;l2tp_ppp;last_bus;leds_ln2403;leds_mtk;leds_mtk_disp;leds_rgb_aw2013;libarc4;load_track;log_store;lpm_gov_MHSP;mac80211;mac802154;main2_vcm;main3_vcm;main4_vcm;main_vcm;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mali_prot_alloc_mt6878_r44;mcupm;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_gateic;mediatek_drm_panel_drv;met;met_backlight_api;met_emi_api;met_gpu_adv_api;met_gpu_api;met_gpueb_api;met_ipi_api;met_mcupm_api;met_scmi_api;met_sspm_api;met_vcore_api;microarray_fp_tee;mii;mmprofile;mmqos_common;mmqos_mt6878;monitor_hang;mrdump;msync2_frd;mt6315_regulator;mt6338_core;mt6363_regulator;mt6369_accdet;mt6369_regulator;mt6375;mt6375_adc;mt6375_auxadc;mt6375_battery;mt6375_charger;mt6685_audclk;mt6685_core;mt6878_dcm;mt6878_mt6369;mtk_afe_external;mtk_aie;mtk_aie_debug_7sp_2;mtk_battery_oc_throttling;mtk_bp_thl;mtk_btcvsd;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_cg_peak_power_throttling;mtk_charger_algorithm_class;mtk_charger_framework;mtk_chg_type_det;mtk_cm_ipi;mtk_cm_mgr;mtk_cm_mgr_mt6878;mtk_cmdq_drv_ext;mtk_composite;mtk_core_ctl;mtk_cpu_power_throttling;mtk_dcm;mtk_disp_notify;mtk_disp_sec;mtk_dpc;mtk_dramc;mtk_dvfsrc;mtk_dvfsrc_devfreq;mtk_dvfsrc_helper;mtk_dvfsrc_regulator;mtk_dvfsrc_start;mtk_dynamic_loading_throttling;mtk_emi;mtk_fpsgo;mtk_gpu_hal;mtk_gpu_power_throttling;mtk_gpu_qos;mtk_gpufreq_mt6878;mtk_gpufreq_wrapper;mtk_hcp;mtk_heap_debug;mtk_icc_core;mtk_imgsys_cmdq;mtk_imgsys_isp7sp;mtk_imgsys_v4l2;mtk_ioctl_powerhal;mtk_ioctl_touch_boost;mtk_iommu;mtk_ipesys_me;mtk_irtx_pwm;mtk_jpeg;mtk_low_battery_throttling;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_lpm_plat_v1;mtk_mbox;mtk_mbox_mailbox;mtk_mbraink;mtk_md_power_throttling;mtk_mdpm;mtk_mmc;mtk_mmc_dbg;mtk_mmdvfs;mtk_mmdvfs_debug;mtk_mmdvfs_ftrace;mtk_mmdvfs_v3;mtk_mmdvfs_v3_start;mtk_mminfra_debug;mtk_mminfra_imax;mtk_mml;mtk_mml_mt6878;mtk_panel_ext;mtk_pbm;mtk_pd_adapter;mtk_pd_charging;mtk_peak_power_budget;mtk_pep;mtk_pep40;mtk_pep50;mtk_perf_common;mtk_perf_ioctl;mtk_perf_ioctl_magt;mtk_pm_domain_disable_unused;mtk_pmic_keys;mtk_pmic_oc_debug;mtk_pmic_wrap;mtk_printk_ctrl;mtk_pwm;mtk_qos;mtk_rpmsg_mbox;mtk_scp_audiocommon;mtk_scp_ultra;mtk_scp_vow;mtk_scpsys;mtk_scpsys_bringup;mtk_scpsys_mt6878;mtk_sec_heap;mtk_slbc;mtk_smi;mtk_smi_dbg;mtk_soc_offload_common;mtk_socinfo;mtk_sp_spk_amp;mtk_spmi_pmic;mtk_spmi_pmic_adc;mtk_ssc;mtk_ssc_dbg_v2;mtk_swpm;mtk_swpm_cpu_dbg_v6878;mtk_swpm_dbg_common_v1;mtk_swpm_dbg_v6878;mtk_swpm_perf_arm_pmu;mtk_sync;mtk_tinysys_ipi;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vmm_isp71_regulator;mtk_vmm_notifier;mtk_vmm_spm;mtk_vow;mtk_wdt;mtk_wp;mtu3;mux_switch;nfc;nhc_dest;nhc_fragment;nhc_hop;nhc_ipv6;nhc_mobility;nhc_routing;nhc_udp;nvmem_mt635x_efuse;nvmem_mtk_devinfo;panel_ky_vtdr6115_dphy_cmd;pd_chk_mt6878;pd_dbg_info;pda_drv_mt6878;phy_mtk_ufs;phy_mtk_xsphy;pidmap;pinctrl_mt6363;pinctrl_mt6878;pinctrl_mtk_common_v2_debug;pinctrl_mtk_v2;pmic_lbat_service;pmic_lvsys_notify;pmic_temp;powerhal_cpu_ctrl;ppp_deflate;ppp_generic;ppp_mppe;pppox;pptp;pwm_mtk_disp;r8152;r8153_ecm;reboot_mode;regulator_vibrator;reset_ti_syscon;rfcomm;rfkill;rpmb;rpmb_mtk;rps_perf;rt4831a_drv;rt5133_regulator;rt6160_regulator;rt_pd_manager;rtc_mt6685;rtl8150;sapu;sc851x_charger;sc8571_charger;scheduler;scheduler_ext;scp;sec;sec_rng;sensorhub;sh366003_fg;slcan;slhc;smpu;smpu_hook_v1;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;snd_soc_tfa98xx;soc_temp_lvts;spi_mt65xx;spi_tiny_co5300_lcd;spmi_mtk_mpu;spmi_mtk_pmif;sspm_v3;st21nfc;sub_vcm;syscon_reboot_mode;system_heap;task_turbo;tcpc_class;tcpc_mt6375;tcpci_late_sync;teeperf;thermal_generic_adc;thermal_interface;thermal_trace;timer_mediatek;tinysys_scmi;tipc;tkcore;tkcore_drv;tmem_ffa;touch_boost;trace_mmstat;tui_common;uarthub_drv;ufs_mediatek_dbg;ufs_mediatek_mod;uload_ind;usb_boost;usb_logger;usb_meta;usb_offload;usbnet;usbserial;vcan;vcp;vcp_status;vtskin_temp;widevine_driver;wifi_cooling;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;xhci_mtk_hcd_v2;yft_devinfo;yft_gpio_keys;yft_tiny2c_usb;yft_tpd_gesture;zram;zsmalloc,457,458,1,1,1,1,1,1,1,1,custom_ldo;custom_ldo_wl2868;fingerprint;hynitron;leds_ln2403;microarray_fp_tee;panel_ky_vtdr6115_dphy_cmd;sc851x_charger;sc8571_charger;sh366003_fg;spi_tiny_co5300_lcd;tkcore;tkcore_drv;yft_devinfo;yft_gpio_keys;yft_tiny2c_usb;yft_tpd_gesture,PUBLISHED_KMI_NAME,UNPROVEN
module_put,0x28f42c1d,KERNEL_OR_BUILTIN,,0,bluetooth;can;mali_kbase_mt6878_r44;met;mtk_hcp;nfc;ppp_generic;pppox;rfcomm;tipc;tkcore;usbserial,12,13,0,1,0,0,1,1,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
msleep,0xf9a482f9,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;aee_aed;apusys;asix;aw36515;aw36518;aw36518_v2;aw883xx_driver;ax88179_178a;bt_drv_6878;btbcm;btqca;ccci_dpmaif;ccci_fsm_scp;ccci_md_all;ccci_util_lib;clk_common;cmdq_sec_drv;cmdq_test;conninfra;connscp;custom_ldo_wl2868;drm_display_helper;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gz_trusty_mod;gz_tz_system;hci_uart;hynitron;mali_kbase_mt6878_r44;mddp;mediatek_drm;met;microarray_fp_tee;mmqos_common;monitor_hang;mt6375_auxadc;mt6375_battery;mt6375_charger;mtk_charger_framework;mtk_cmdq_drv_ext;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mmdvfs_v3_start;mtk_pep;mtk_pep40;mtk_pep50;mtk_smi;mtk_smi_dbg;mtk_vow;mtk_wp;panel_ky_vtdr6115_dphy_cmd;r8152;sc851x_charger;sc8571_charger;scp;sec;sh366003_fg;smpu;snd_soc_mtk_scp_ultra;snd_soc_tfa98xx;st21nfc;tcpc_mt6375;tmem_ffa;touch_boost;uarthub_drv;usb_boost;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;xhci_mtk_hcd_v2;yft_tiny2c_usb,74,74,0,1,0,0,1,1,1,1,custom_ldo_wl2868;hynitron;microarray_fp_tee;panel_ky_vtdr6115_dphy_cmd;sc851x_charger;sc8571_charger;sh366003_fg;yft_tiny2c_usb,PUBLISHED_KMI_NAME,UNPROVEN
