module_name,classifications,final_status,evidence_kind,normalized_status,exact_status,nothing_target_hits,nothing_source_hits,mt6878_target_hits,mt6878_source_hits,normalized_target_examples,normalized_source_examples,exact_strong_examples,exact_composite_examples,exact_source_examples
mtk_disp_notify,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,2,2,0,0,device_modules/drivers/gpu/drm/mediatek/dummy_drm/Makefile:26:obj-$(CONFIG_DEVICE_MODULES_DRM_MEDIATEK) += mtk_disp_notify.o || device_modules/drivers/gpu/drm/mediatek/mediatek_v2/Makefile:100:obj-$(CONFIG_DEVICE_MODULES_DRM_MEDIATEK) += mtk_disp_notify.o,device_modules/drivers/gpu/drm/mediatek/dummy_drm/mtk_disp_notify.c || device_modules/drivers/gpu/drm/mediatek/mediatek_v2/mtk_disp_notify.c,,,device_modules/drivers/gpu/drm/mediatek/dummy_drm/mtk_disp_notify.c || device_modules/drivers/gpu/drm/mediatek/mediatek_v2/mtk_disp_notify.c
mtk_disp_sec,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/gpu/drm/mediatek/mediatek_v2/Makefile:103:obj-$(CONFIG_DEVICE_MODULES_DRM_MEDIATEK) += mtk_disp_sec.o,device_modules/drivers/gpu/drm/mediatek/mediatek_v2/mtk_disp_sec.c,,,device_modules/drivers/gpu/drm/mediatek/mediatek_v2/mtk_disp_sec.c
mtk_dpc,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/gpu/drm/mediatek/dpc/Makefile:15:obj-$(CONFIG_MTK_DPC) := mtk_dpc.o,,,,
mtk_dramc,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/memory/mediatek/Makefile:14:obj-$(CONFIG_MTK_DRAMC)    += mtk_dramc.o,,,,
mtk_dvfsrc,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/soc/mediatek/Makefile:10:obj-$(CONFIG_MTK_DVFSRC) += mtk-dvfsrc.o mtk-dvfsrc-start.o,device_modules/drivers/soc/mediatek/mtk-dvfsrc.c,,,
mtk_dvfsrc_devfreq,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/devfreq/Makefile:4:obj-$(CONFIG_MTK_DVFSRC_DEVFREQ)	+= mtk-dvfsrc-devfreq.o,device_modules/drivers/devfreq/mtk-dvfsrc-devfreq.c,,,
mtk_dvfsrc_helper,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/dvfsrc/Makefile:9:obj-$(CONFIG_MTK_DVFSRC_HELPER) += mtk-dvfsrc-helper.o,,,,
mtk_dvfsrc_regulator,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/regulator/Makefile:19:obj-$(CONFIG_DEVICE_MODULES_REGULATOR_MTK_DVFSRC) += mtk-dvfsrc-regulator.o,device_modules/drivers/regulator/mtk-dvfsrc-regulator.c,,,
mtk_dvfsrc_start,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/soc/mediatek/Makefile:10:obj-$(CONFIG_MTK_DVFSRC) += mtk-dvfsrc.o mtk-dvfsrc-start.o,device_modules/drivers/soc/mediatek/mtk-dvfsrc-start.c,,,
mtk_dynamic_loading_throttling,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/power_throttling/Makefile:11:obj-$(CONFIG_MTK_DYNAMIC_LOADING_POWER_THROTTLING) += mtk_dynamic_loading_throttling.o,device_modules/drivers/misc/mediatek/power_throttling/mtk_dynamic_loading_throttling.c,,,device_modules/drivers/misc/mediatek/power_throttling/mtk_dynamic_loading_throttling.c
mtk_emi,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/interconnect/mediatek/Makefile:13:obj-$(CONFIG_INTERCONNECT_MTK_EMI) += mtk-emi.o,device_modules/drivers/interconnect/mediatek/mtk-emi.c,,,
mtk_fpsgo,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/performance/fpsgo_v3/Makefile:73:obj-$(CONFIG_MTK_FPSGO_V3) += mtk_fpsgo.o,,,,
mtk_gpu_hal,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/gpu/mediatek/hal/Makefile:19:obj-$(CONFIG_MTK_GPU_SUPPORT) += mtk_gpu_hal.o,,,,
mtk_gpu_power_throttling,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/power_throttling/Makefile:17:obj-$(CONFIG_MTK_GPU_POWER_THROTTLING) += mtk_gpu_power_throttling.o,device_modules/drivers/misc/mediatek/power_throttling/mtk_gpu_power_throttling.c,,,device_modules/drivers/misc/mediatek/power_throttling/mtk_gpu_power_throttling.c
mtk_gpu_qos,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/gpu/mediatek/gpu_bm/Makefile:31:obj-$(CONFIG_MTK_GPU_SUPPORT) += mtk_gpu_qos.o,,,,
mtk_gpufreq_mt6878,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,1,0,device_modules/drivers/gpu/mediatek/gpufreq/v2/Makefile:71:obj-$(CONFIG_MTK_GPU_MT6878_SUPPORT) += mtk_gpufreq_mt6878.o,,,,
mtk_gpufreq_wrapper,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/gpu/mediatek/gpufreq/v2/Makefile:69:obj-$(CONFIG_MTK_GPU_SUPPORT) += mtk_gpufreq_wrapper.o,,,,
mtk_hcp,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,2,0,0,device_modules/drivers/media/platform/mtk-isp/mtk-hcp/Makefile:47:obj-${CONFIG_VIDEO_MTK_ISP_HCP} += mtk_hcp.o,device_modules/drivers/media/platform/mtk-isp/mtk-hcp/mtk-hcp.c || kernel_modules/mtkcam/mtk-hcp/mtk-hcp.c,,,
mtk_heap_debug,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/dma-buf/heaps/Makefile:21:obj-$(CONFIG_DMABUF_HEAPS_DEBUG) += mtk_heap_debug.o,device_modules/drivers/dma-buf/heaps/mtk_heap_debug.c,,,device_modules/drivers/dma-buf/heaps/mtk_heap_debug.c
mtk_icc_core,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/mtk-interconnect/Makefile:6:obj-$(CONFIG_INTERCONNECT_MTK_EXTENSION)	+= mtk-icc-core.o,,,,
mtk_imgsys_cmdq,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,2,0,0,device_modules/drivers/media/platform/mtk-isp/imgsys/Makefile:100:obj-$(CONFIG_VIDEO_MTK_ISP_IMGSYS_CMDQ) += mtk_imgsys_cmdq.o,device_modules/drivers/media/platform/mtk-isp/imgsys/mtk_imgsys-cmdq.c || kernel_modules/mtkcam/imgsys/mtk_imgsys-cmdq.c,,,
mtk_imgsys_isp7sp,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,2,0,0,device_modules/drivers/media/platform/mtk-isp/imgsys/Makefile:81:obj-${CONFIG_VIDEO_MTK_ISP_IMGSYS_7SP} += mtk_imgsys_isp7sp.o,device_modules/drivers/media/platform/mtk-isp/imgsys/mtk_imgsys-isp7sp.c || kernel_modules/mtkcam/imgsys/mtk_imgsys-isp7sp.c,,,
mtk_imgsys_v4l2,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,2,0,0,device_modules/drivers/media/platform/mtk-isp/imgsys/Makefile:57:obj-${CONFIG_VIDEO_MTK_ISP_IMGSYS} += mtk_imgsys_v4l2.o,device_modules/drivers/media/platform/mtk-isp/imgsys/mtk_imgsys-v4l2.c || kernel_modules/mtkcam/imgsys/mtk_imgsys-v4l2.c,,,
mtk_ioctl_powerhal,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,0,0,0,device_modules/drivers/misc/mediatek/performance/Makefile:30:obj-$(CONFIG_MTK_PERFORMANCE_MODULE) += mtk_ioctl_powerhal.o,,,,
mtk_ioctl_touch_boost,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,0,0,0,device_modules/drivers/misc/mediatek/performance/Makefile:24:obj-$(CONFIG_MTK_PERFORMANCE_MODULE) += mtk_ioctl_touch_boost.o,,,,
mtk_iommu,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/iommu/Makefile:6:obj-$(CONFIG_DEVICE_MODULES_MTK_IOMMU) += mtk_iommu.o,device_modules/drivers/iommu/mtk_iommu.c,,,device_modules/drivers/iommu/mtk_iommu.c
mtk_ipesys_me,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,2,2,0,0,device_modules/drivers/media/platform/mtk-isp/mtk-ipesys-me/Makefile:26:obj-${CONFIG_VIDEO_MTK_ISP_IPESYS} += mtk-ipesys-me.o || kernel_modules/mtkcam/mtk-ipesys-me/Kbuild:29:obj-${CONFIG_VIDEO_MTK_ISP_IPESYS} += mtk-ipesys-me.o,device_modules/drivers/media/platform/mtk-isp/mtk-ipesys-me/mtk-ipesys-me.c || kernel_modules/mtkcam/mtk-ipesys-me/mtk-ipesys-me.c,,,
mtk_irtx_pwm,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/irtx/Makefile:16:obj-$(CONFIG_MTK_IRTX_PWM_SUPPORT) := mtk_irtx_pwm.o,device_modules/drivers/misc/mediatek/irtx/mtk_irtx_pwm.c,,,device_modules/drivers/misc/mediatek/irtx/mtk_irtx_pwm.c
mtk_jpeg,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/media/platform/mtk-jpeg/Makefile:6:obj-$(CONFIG_DEVICE_MODULES_VIDEO_MEDIATEK_JPEG) += mtk_jpeg.o,,,,
mtk_low_battery_throttling,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/power_throttling/Makefile:12:obj-$(CONFIG_MTK_LOW_BATTERY_POWER_THROTTLING) += mtk_low_battery_throttling.o,device_modules/drivers/misc/mediatek/power_throttling/mtk_low_battery_throttling.c,,,device_modules/drivers/misc/mediatek/power_throttling/mtk_low_battery_throttling.c
mtk_lpm,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/lpm/Makefile:45:obj-$(CONFIG_MTK_LOW_POWER_MODULE) = mtk-lpm.o,,,,
mtk_lpm_dbg_common_v2,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
mtk_lpm_dbg_mt6878,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
mtk_lpm_plat_v1,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
mtk_mbox,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/soc/mediatek/Makefile:12:obj-$(CONFIG_MTK_MBOX) += mtk-mbox.o,device_modules/drivers/soc/mediatek/mtk-mbox.c,,,
mtk_mbox_mailbox,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/mailbox/Makefile:10:obj-$(CONFIG_MTK_TINYSYS_MBOX)    += mtk-mbox-mailbox.o,device_modules/drivers/mailbox/mtk-mbox-mailbox.c,,,
mtk_mbraink,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/mbraink/Makefile:44:obj-${CONFIG_MTK_MBRAINK} += mtk_mbraink.o,,,,
mtk_md_power_throttling,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/power_throttling/Makefile:15:obj-$(CONFIG_MTK_MD_POWER_THROTTLING) += mtk_md_power_throttling.o,device_modules/drivers/misc/mediatek/power_throttling/mtk_md_power_throttling.c,,,device_modules/drivers/misc/mediatek/power_throttling/mtk_md_power_throttling.c
mtk_mdpm,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/mdpm/Makefile:4:obj-$(CONFIG_MTK_MDPM) += mtk_mdpm.o,device_modules/drivers/misc/mediatek/mdpm/mtk_mdpm.c,,,device_modules/drivers/misc/mediatek/mdpm/mtk_mdpm.c
mtk_mmc,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/mmc/host/Makefile:14:obj-$(CONFIG_MMC_MTK_PRO)		+= mtk-mmc.o,device_modules/drivers/mmc/host/mtk-mmc.c,,,
mtk_mmc_dbg,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/mmc/host/Makefile:16:obj-$(CONFIG_DEVICE_MODULES_MMC_DEBUG)			+= mtk-mmc-dbg.o,device_modules/drivers/mmc/host/mtk-mmc-dbg.c,,,
mtk_mmdvfs,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/soc/mediatek/Makefile:41:obj-$(CONFIG_MTK_MMDVFS) += mtk-mmdvfs.o mtk-mmdvfs-v3.o,device_modules/drivers/soc/mediatek/mtk-mmdvfs.c,,,
mtk_mmdvfs_debug,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/misc/mediatek/mmdvfs/Makefile:18:obj-$(CONFIG_MTK_MMDVFS) += mtk-mmdvfs-ftrace.o mtk-mmdvfs-debug.o mtk-mmdvfs-v3-start.o mtk-mmdvfs-ccu.o,device_modules/drivers/misc/mediatek/mmdvfs/mtk-mmdvfs-debug.c,,,
mtk_mmdvfs_ftrace,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/misc/mediatek/mmdvfs/Makefile:18:obj-$(CONFIG_MTK_MMDVFS) += mtk-mmdvfs-ftrace.o mtk-mmdvfs-debug.o mtk-mmdvfs-v3-start.o mtk-mmdvfs-ccu.o,device_modules/drivers/misc/mediatek/mmdvfs/mtk-mmdvfs-ftrace.c,,,
mtk_mmdvfs_v3,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/soc/mediatek/Makefile:41:obj-$(CONFIG_MTK_MMDVFS) += mtk-mmdvfs.o mtk-mmdvfs-v3.o,device_modules/drivers/soc/mediatek/mtk-mmdvfs-v3.c,,,
mtk_mmdvfs_v3_start,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/misc/mediatek/mmdvfs/Makefile:18:obj-$(CONFIG_MTK_MMDVFS) += mtk-mmdvfs-ftrace.o mtk-mmdvfs-debug.o mtk-mmdvfs-v3-start.o mtk-mmdvfs-ccu.o,device_modules/drivers/misc/mediatek/mmdvfs/mtk-mmdvfs-v3-start.c,,,
mtk_mminfra_debug,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/misc/mediatek/mminfra/Makefile:13:obj-$(CONFIG_MTK_MMINFRA) += mtk-mminfra-debug.o mtk-mminfra-imax.o,device_modules/drivers/misc/mediatek/mminfra/mtk-mminfra-debug.c,,,
mtk_mminfra_imax,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/misc/mediatek/mminfra/Makefile:13:obj-$(CONFIG_MTK_MMINFRA) += mtk-mminfra-debug.o mtk-mminfra-imax.o,device_modules/drivers/misc/mediatek/mminfra/mtk-mminfra-imax.c,,,
mtk_mml,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/gpu/drm/mediatek/mml/Makefile:32:obj-$(CONFIG_MTK_MML) := mtk-mml.o,,,,
mtk_mml_mt6878,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,1,0,device_modules/drivers/gpu/drm/mediatek/mml/Makefile:105:obj-$(CONFIG_MTK_MML) += mtk-mml-mt6878.o,,,,
mtk_panel_ext,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,2,2,0,0,device_modules/drivers/gpu/drm/mediatek/dummy_drm/Makefile:25:obj-$(CONFIG_DEVICE_MODULES_DRM_MEDIATEK) += mtk_panel_ext.o || device_modules/drivers/gpu/drm/mediatek/mediatek_v2/Makefile:99:obj-$(CONFIG_DEVICE_MODULES_DRM_MEDIATEK) += mtk_panel_ext.o,device_modules/drivers/gpu/drm/mediatek/dummy_drm/mtk_panel_ext.c || device_modules/drivers/gpu/drm/mediatek/mediatek_v2/mtk_panel_ext.c,,,device_modules/drivers/gpu/drm/mediatek/dummy_drm/mtk_panel_ext.c || device_modules/drivers/gpu/drm/mediatek/mediatek_v2/mtk_panel_ext.c
mtk_pbm,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/pbm/Makefile:21:obj-$(CONFIG_MTK_PBM) += mtk_pbm.o,device_modules/drivers/misc/mediatek/pbm/mtk_pbm.c,,,device_modules/drivers/misc/mediatek/pbm/mtk_pbm.c
mtk_pd_adapter,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/power/supply/Makefile:7:obj-$(CONFIG_MTK_CHARGER) += mtk_charger_framework.o mtk_pd_charging.o charger_class.o adapter_class.o mtk_charger_algorithm_class.o mtk_pd_adapter.o,device_modules/drivers/power/supply/mtk_pd_adapter.c,,,device_modules/drivers/power/supply/mtk_pd_adapter.c
mtk_pd_charging,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/power/supply/Makefile:7:obj-$(CONFIG_MTK_CHARGER) += mtk_charger_framework.o mtk_pd_charging.o charger_class.o adapter_class.o mtk_charger_algorithm_class.o mtk_pd_adapter.o,,,,
mtk_peak_power_budget,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/pbm/Makefile:22:obj-$(CONFIG_MTK_PEAK_POWER_BUDGET) += mtk_peak_power_budget.o,device_modules/drivers/misc/mediatek/pbm/mtk_peak_power_budget.c,,,device_modules/drivers/misc/mediatek/pbm/mtk_peak_power_budget.c
mtk_pep,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/power/supply/Makefile:26:obj-$(CONFIG_MTK_PUMP_EXPRESS_PLUS_SUPPORT) += mtk_pep.o,,,,
mtk_pep40,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/power/supply/Makefile:28:obj-$(CONFIG_MTK_PUMP_EXPRESS_40_SUPPORT) += mtk_pep40.o,,,,
mtk_pep50,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/power/supply/Makefile:32:obj-$(CONFIG_MTK_PUMP_EXPRESS_50_SUPPORT) += mtk_pep50.o,,,,
mtk_perf_common,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/perf_common/Makefile:11:obj-$(CONFIG_MTK_PERF_COMMON) += mtk_perf_common.o,,,,
mtk_perf_ioctl,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,0,0,0,device_modules/drivers/misc/mediatek/performance/Makefile:18:obj-$(CONFIG_MTK_PERFORMANCE_MODULE) += mtk_perf_ioctl.o,,,,
mtk_perf_ioctl_magt,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,0,0,0,device_modules/drivers/misc/mediatek/performance/Makefile:36:obj-$(CONFIG_MTK_PERF_IOCTL_MAGT) += mtk_perf_ioctl_magt.o,,,,
mtk_pm_domain_disable_unused,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/soc/mediatek/Makefile:14:obj-$(CONFIG_DEVICE_MODULES_MTK_SCPSYS) += mtk-scpsys.o mtk-pm-domain-disable-unused.o,device_modules/drivers/soc/mediatek/mtk-pm-domain-disable-unused.c,,,
mtk_pmic_keys,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/input/keyboard/Makefile:7:obj-$(CONFIG_DEVICE_MODULES_KEYBOARD_MTK_PMIC)		+= mtk-pmic-keys.o,device_modules/drivers/input/keyboard/mtk-pmic-keys.c,,,
mtk_pmic_oc_debug,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/misc/mediatek/pmic_protect/Makefile:5:obj-$(CONFIG_MTK_PMIC_PROTECT) += mtk-pmic-oc-debug.o,device_modules/drivers/misc/mediatek/pmic_protect/mtk-pmic-oc-debug.c,,,
mtk_pmic_wrap,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/soc/mediatek/Makefile:13:obj-$(CONFIG_DEVICE_MODULES_MTK_PMIC_WRAP) += mtk-pmic-wrap.o,device_modules/drivers/soc/mediatek/mtk-pmic-wrap.c,,,
